Entity1;Entity2;ClickstreamEnt1Ent2;PopularityEnt1;PopularityEnt2;PopularityDiff;PopularitySum;CosineSimilarityEnt1Ent2;DBpediaSimilarityEnt1Ent2;DBpediaRelatednessEnt1Ent2;PalmaInterestingnessEnt1Ent2
'Ptolemy_I_Soter'; 'Alexander_the_Great';1392;11266.0;113391.33;102125.33;124657.33;0.44;0.63;0.2;2.03
'Sam_Heughan'; 'Alexander_the_Great';75;85451.0;113391.33;27940.33;198842.33;0.19;0.33;0.82;8.79
'Claire_Bloom'; 'Alexander_the_Great';11;7366.33;113391.33;106025.0;120757.66;0.34;0.39;0.57;6.18
'Invasions_of_Afghanistan'; 'Alexander_the_Great';94;1750.0;113391.33;111641.33;115141.33;0.44;0.08;0.39;2.94
'Attila'; 'Alexander_the_Great';20;74627.68;113391.33;38763.65;188019.01;0.39;0.85;0.45;1.19
'Roman_Republic'; 'Alexander_the_Great';118;30949.67;113391.33;82441.66;144341.0;0.58;0.16;0.27;0.0
'Land_of_Darkness'; 'Alexander_the_Great';15;225.33;113391.33;113166.0;113616.66;0.29;0.22;0.47;4.86
'Phoenicia'; 'Alexander_the_Great';79;62824.58;113391.33;50566.75;176215.91;0.46;0.13;0.3;2.04
'Patroclus'; 'Alexander_the_Great';108;15183.33;113391.33;98208.0;128574.66;0.24;0.43;0.44;2.66
'Hypereides'; 'Alexander_the_Great';11;468.95;113391.33;112922.38;113860.28;0.35;0.35;0.39;2.53
'Pythagoras'; 'Alexander_the_Great';14;87095.83;113391.33;26295.5;200487.16;0.29;0.28;0.37;5.7
'Gedrosia'; 'Alexander_the_Great';20;1331.58;113391.33;112059.75;114722.91;0.4;0.22;0.33;2.24
'Cleopatra'; 'Alexander_the_Great';22745;189619.3;113391.33;76227.97;303010.63;0.33;0.78;0.33;0.78
'Alexander_(2004_film)'; 'Alexander_the_Great';1089;11083.33;113391.33;102308.0;124474.66;0.6;0.11;0.3;0.43
'Battle_of_Leuctra'; 'Alexander_the_Great';33;3423.0;113391.33;109968.33;116814.33;0.39;0.1;0.34;3.79
'Nero'; 'Alexander_the_Great';11;124132.46;113391.33;10741.13;237523.79;0.35;0.33;0.39;4.68
'Jewish_history'; 'Alexander_the_Great';14;8977.67;113391.33;104413.66;122369.0;0.46;0.09;0.4;5.63
'Seleucus_I_Nicator'; 'Alexander_the_Great';368;8152.0;113391.33;105239.33;121543.33;0.37;0.63;0.21;1.99
'Skanderbeg'; 'Alexander_the_Great';65;21916.57;113391.33;91474.76;135307.9;0.35;0.74;0.51;0.73
'Judea'; 'Alexander_the_Great';30;16900.0;113391.33;96491.33;130291.33;0.39;0.12;0.36;4.56
'Khewra_Salt_Mine'; 'Alexander_the_Great';37;2521.0;113391.33;110870.33;115912.33;0.25;0.16;0.47;6.21
'Alexandria'; 'Alexander_the_Great';2656;56390.27;113391.33;57001.06;169781.6;0.44;0.12;0.35;1.75
